RegCode,ParkName,ParkCode,Location,Count,TypeCode
IM,Guadalupe Mountains National Park,GUMO,TRAFFIC COUNT AT PINE SPRINGS,"3,146",NP
SE,Guilford Courthouse National Military Park,GUCO,TRAFFIC COUNT AT BATTLEFIELD ROAD (INFO ONLY),"134,922",NMP
SE,Guilford Courthouse National Military Park,GUCO,TRAFFIC COUNT AT BATTLEGROUND ROAD PARKING AREA,"6,765",NMP
SE,Guilford Courthouse National Military Park,GUCO,TRAFFIC COUNT AT COUNTER A (NEW GARDEN ROAD),"116,598",NMP
SE,Guilford Courthouse National Military Park,GUCO,TRAFFIC COUNT AT COUNTER B (VISITOR CENTER ENTRANCE,"3,454",NMP
SE,Guilford Courthouse National Military Park,GUCO,TRAFFIC COUNT AT COUNTER C (1ST LINE),855,NMP
SE,Guilford Courthouse National Military Park,GUCO,TRAFFIC COUNT AT COUNTER D (HOLT AVENUE),355,NMP
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT FORT PICKENS,"10,196",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT NAVAL LIVE OAKS (PICNIC AREA),356,NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT NAVAL LIVE OAKS (VISITOR CENTER),"2,042",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT OKALOOSA PICNIC AREA,"6,587",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT PARK ROAD,"29,039",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT PERDIDO KEY,"5,500",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT SANTA ROSA (HWY 399) (EASTBOUND),"19,754",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT SANTA ROSA (HWY 399) (WESTBOUND),"21,486",NS
SE,Gulf Islands National Seashore,GUIS,TRAFFIC COUNT AT YOUTH CAMPGROUND ROAD,0,NS
PW,Haleakala National Park,HALE,TRAFFIC COUNT AT COASTAL ENTRANCE (Kipahulu) ..pre 2010 was located on HWY 31,"13,296",NP
PW,Haleakala National Park,HALE,TRAFFIC COUNT AT SUMMIT ENTRANCE,"23,477",NP
NC,Harpers Ferry National Historical Park,HAFE,TRAFFIC COUNT AT BOLIVAR HEIGHTS,7,NHP
NC,Harpers Ferry National Historical Park,HAFE,TRAFFIC COUNT AT MAIN ENTRANCE,707,NHP
NC,Harpers Ferry National Historical Park,HAFE,TRAFFIC COUNT AT MARYLAND HEIGHTS,19,NHP
NC,Harpers Ferry National Historical Park,HAFE,TRAFFIC COUNT AT RIVER ACCESS,200,NHP
NC,Harpers Ferry National Historical Park,HAFE,TRAFFIC COUNT AT TRAIN STATION,510,NHP
PW,Hawaii Volcanoes National Park,HAVO,TRAFFIC COUNT AT CHAINS OF CRATER ROAD (INFO ONLY),"12,573",NP
PW,Hawaii Volcanoes National Park,HAVO,TRAFFIC COUNT AT ENTRANCE LANE 1,"33,496",NP
PW,Hawaii Volcanoes National Park,HAVO,TRAFFIC COUNT AT ENTRANCE LANE 2,"30,440",NP
NE,Home of Franklin D. Roosevelt National Historic Site,HOFR,TRAFFIC COUNT AT MAIN GATE,0,NHS
MW,Homestead National Monument of America,HOME,TRAFFIC COUNT  at Heritage Center,720,NM
MW,Homestead National Monument of America,HOME,TRAFFIC COUNT AT Education Center,"1,132",NM
MW,Homestead National Monument of America,HOME,TRAFFIC COUNT AT FREEMAN SCHOOL,37,NM
MW,Homestead National Monument of America,HOME,TRAFFIC COUNT AT HIGHWAY 4,"34,422",NM
MW,Hopewell Culture National Historical Park,HOCU,TRAFFIC COUNT AT SEIP EARTHWORKS,0,NHP
NE,Hopewell Furnace National Historic Site,HOFU,TRAFFIC COUNT AT MARK BIRD LANE,946,NHS
MW,Hot Springs National Park,HOSP,TRAFFIC COUNT AT HOT SPRINGS MOUNTAIN,"7,314",NP
MW,Hot Springs National Park,HOSP,TRAFFIC COUNT AT WEST MOUNTAIN DRIVE (NORTH),"10,263",NP
MW,Hot Springs National Park,HOSP,TRAFFIC COUNT AT WEST MOUNTAIN DRIVE (SOUTH),"9,313",NP
MW,Hot Springs National Park,HOSP,TRAFFIC COUNT AT WEST MOUNTAIN SUMMIT DRIVE (NORTH),"3,528",NP
MW,Hot Springs National Park,HOSP,TRAFFIC COUNT ON GULPHA GORGE HWY (NORTH),"104,250",NP
MW,Hot Springs National Park,HOSP,TRAFFIC COUNT ON GULPHA GORGE HWY (SOUTH),"91,854",NP
IM,Hubbell Trading Post National Historic Site,HUTR,TRAFFIC COUNT AT MAIN ENTRANCE,"1,928",NHS
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT BAILLY/CHELLBERG,"4,262",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT BUELL VISITOR CENTER,"1,908",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT CENTRAL BEACH,0,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT COWLES BOG,941,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT DUNBAR,"2,009",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT GREENBELT PARKING AREA,740,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT HORSE/SKI TRAIL,"1,732",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT INLAND MARSH,687,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT KEMIL LOT,"1,203",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT LAKEFRONT DRIVE,"5,880",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT MOUNT BALDY,0,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT PORTAGE LAKE FRONT,"3,950",NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT PORTER BEACH NORTH,409,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT PORTER BEACH SOUTH,0,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT TREMONT LOT,0,NL
MW,Indiana Dunes National Lakeshore,INDU,TRAFFIC COUNT AT WEST BEACH,"1,217",NL
SE,Jean Lafitte National Historical Park and Preserve,JELA,(CHALMETTE UNIT) TRAFFIC COUNT AT MAIN GATE,"1,265",NHP
SE,Jean Lafitte National Historical Park and Preserve,JELA,TRAFFIC COUNT AT BAYOU COZUILLE TRAIL,"1,492",NHP
SE,Jean Lafitte National Historical Park and Preserve,JELA,TRAFFIC COUNT AT PECAN GROVE PICNIC AREA,602,NHP
SE,Jean Lafitte National Historical Park and Preserve,JELA,TRAFFIC COUNT AT THE VISITOR CENTER,"1,572",NHP
SE,Jean Lafitte National Historical Park and Preserve,JELA,TRAFFIC COUNT AT TWIN CANALS PARKING AREA,0,NHP
MW,Jewel Cave National Monument,JECA,Traffic Count at Main Entrance,294,NM
IM,John D. Rockefeller Jr. Memorial Parkway,JODR,TRAFFIC COUNT ENTERING AT THE NORTH ENTRANCE,0,PKWY
IM,John D. Rockefeller Jr. Memorial Parkway,JODR,TRAFFIC COUNT ENTERING AT THE SOUTH ENTRANCE,"1,134",PKWY
IM,John D. Rockefeller Jr. Memorial Parkway,JODR,TRAFFIC COUNT ENTERING AT THE WEST ENTRANCE,45,PKWY
NE,Johnstown Flood National Memorial,JOFL,TRAFFIC COUNT AT NORTHBOUND LAKE ROAD,"2,899",NMEM
NE,Johnstown Flood National Memorial,JOFL,TRAFFIC COUNT AT PICNIC AREA,421,NMEM
NE,Johnstown Flood National Memorial,JOFL,TRAFFIC COUNT AT SOUTH ENTRANCE ROAD,478,NMEM
NE,Johnstown Flood National Memorial,JOFL,TRAFFIC COUNT AT SOUTHBOUND LAKE ROAD,"4,941",NMEM
NE,Johnstown Flood National Memorial,JOFL,TRAFFIC COUNT AT VISITOR CENTER,422,NMEM
PW,Joshua Tree National Park,JOTR,TRAFFIC COUNT AT 29 PALMS,"11,325",NP
PW,Joshua Tree National Park,JOTR,TRAFFIC COUNT AT BLACK ROCK,"4,196",NP
PW,Joshua Tree National Park,JOTR,TRAFFIC COUNT AT COTTONWOOD,"8,655",NP
PW,Joshua Tree National Park,JOTR,TRAFFIC COUNT AT COVINGTON,486,NP
PW,Joshua Tree National Park,JOTR,TRAFFIC COUNT AT INDIAN COVE,"4,880",NP
PW,Joshua Tree National Park,JOTR,TRAFFIC COUNT AT JOSHUA TREE,"27,849",NP
A,Katmai National Park and Preserve,KATM,TRAFFIC COUNT AT LAKE CAMP,0,NP
A,Kenai Fjords National Park,KEFJ,TRAFFIC COUNT AT EXIT GLACIER,0,NP
SE,Kennesaw Mountain National Battlefield Park,KEMO,TRAFFIC COUNT AT CHEATHAM HILL DRIVE,"3,171",NBP
SE,Kennesaw Mountain National Battlefield Park,KEMO,TRAFFIC COUNT AT CHEATHAM RD PICNIC AREA,"4,941",NBP
SE,Kennesaw Mountain National Battlefield Park,KEMO,TRAFFIC COUNT AT MOUNTAIN ROAD,386,NBP
SE,Kennesaw Mountain National Battlefield Park,KEMO,TRAFFIC COUNT AT VC PARKING LOT,"17,121",NBP
PW,Kings Canyon National Park,KICA,TRAFFIC COUNT AT BIG STUMP,"7,462",NP
PW,Kings Canyon National Park,KICA,TRAFFIC COUNT AT CEDAR GROVE,0,NP
SE,Kings Mountain National Military Park,KIMO,TRAFFIC COUNT AT THE EAST ENTRANCE,"8,109",NMP
SE,Kings Mountain National Military Park,KIMO,TRAFFIC COUNT AT THE WEST ENTRANCE,"8,419",NMP
PW,Lake Mead National Recreation Area,LAKE,6 MILE AND 9 MILE ROAD (TC9),0,NRA
PW,Lake Mead National Recreation Area,LAKE,BONELLI LANDING ROAD (TC16),62,NRA
PW,Lake Mead National Recreation Area,LAKE,CALVILLE ACCESS ROAD,"4,586",NRA
PW,Lake Mead National Recreation Area,LAKE,COTTONWOOD BASIN ROAD AZ (TC13),31,NRA
PW,Lake Mead National Recreation Area,LAKE,COTTONWOOD COVE ROAD (TC8),778,NRA
PW,Lake Mead National Recreation Area,LAKE,ECHO BAY ACCESS ROAD,"2,710",NRA
PW,Lake Mead National Recreation Area,LAKE,ELDORADO ROAD (TC7),"1,016",NRA
PW,Lake Mead National Recreation Area,LAKE,GOLD BUTTE ROAD,58,NRA
PW,Lake Mead National Recreation Area,LAKE,GRAND WASH ROAD (TC21),39,NRA
PW,Lake Mead National Recreation Area,LAKE,GREGG'S HIDEOUT ROAD (TC18),44,NRA
PW,Lake Mead National Recreation Area,LAKE,KATHERINE ACCESS ROAD,"7,792",NRA
PW,Lake Mead National Recreation Area,LAKE,KATHERINE CABINSITE ROAD,704,NRA
PW,Lake Mead National Recreation Area,LAKE,KINGMAN WASH (TC 15),962,NRA
PW,Lake Mead National Recreation Area,LAKE,LAKE MEAD BOULEVARD (TC3),"13,717",NRA
PW,Lake Mead National Recreation Area,LAKE,LAKE MEAD MARINA,"2,927",NRA
PW,Lake Mead National Recreation Area,LAKE,LAKESHORE ROAD BOUNDARY (TC4),"27,204",NRA
PW,Lake Mead National Recreation Area,LAKE,LAKESHORE ROAD HWY 93 (TC5),"27,959",NRA
PW,Lake Mead National Recreation Area,LAKE,LAKEVIEW POINT (TC6),"18,739",NRA
PW,Lake Mead National Recreation Area,LAKE,LAS VEGAS BAY ACCESS,"10,142",NRA
PW,Lake Mead National Recreation Area,LAKE,NEWBERRY MOUNTAIN ROAD (TC10),941,NRA
PW,Lake Mead National Recreation Area,LAKE,NORTHSHORE ROAD (TC1),"9,048",NRA
PW,Lake Mead National Recreation Area,LAKE,OVERTON ACCESS ROAD,0,NRA
PW,Lake Mead National Recreation Area,LAKE,SHIVWITS PLATEAU ROAD (TC20),31,NRA
PW,Lake Mead National Recreation Area,LAKE,SOUTH COVE/PEARCE FERRY (TC19),"1,929",NRA
PW,Lake Mead National Recreation Area,LAKE,TELEPHONE ACCESS ROAD (TC11),957,NRA
PW,Lake Mead National Recreation Area,LAKE,TEMPLE BAR ROAD (TC17),882,NRA
PW,Lake Mead National Recreation Area,LAKE,U.S. 93 EASTBOUND-HOOVER DAM,0,NRA
PW,Lake Mead National Recreation Area,LAKE,U.S. 93 WESTBOUND-HOOVER DAM,0,NRA
PW,Lake Mead National Recreation Area,LAKE,VILLAGE OF FIRE ROAD (TC2),"10,679",NRA
PW,Lake Mead National Recreation Area,LAKE,WILLOW BEACH ACCESS ROAD (TC14),"3,391",NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT ALIBATES/MCBRIDE,"1,200",NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT BIG BLUE,750,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT BLUE WEST,456,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT BUGBEE CANYON,791,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT CEDAR CANYON,797,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT FRITCH FORTRESS,"1,541",NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT HARBOR BAY,"1,325",NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT NORTH CANYON,0,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT PLUM CREEK,506,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT ROSITA,0,NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT SANDFORD-YAKE,"1,385",NRA
IM,Lake Meredith National Recreation Area,LAMR,TRAFFIC COUNT AT SPRING CANYON,424,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT BARSTOW FLATS,20,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT BRADBURY BEACH CA,482,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT CHINA BEND,657,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT CLOVERLEAF,0,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT COLVILLE FLATS,225,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT CRESCENT BAY,175,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT DAISY,400,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT EDEN HARBOR,141,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT EVANS CA,251,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT FORT SPOKANE CA,"1,239",NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT FORT SPOKANE SWIM BEACH,472,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT FORT SPOKANE VISITORS CENTER,59,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT FRENCH ROCKS,506,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT GIFFORD CA,335,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT HAAG COVE CA,62,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT HANSON HARBOR,216,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT HAWK CREEK CA,632,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT HUNTERS CA,"1,028",NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT JONES BAY,120,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT KAMLOOPS ISLAND CA,366,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT KELLER FERRY CA,"1,006",NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT KETTLE FALLS CA,"4,581",NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT KETTLE RIVER,0,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT LINCOLN MILL BOAT LAUNCH,742,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT MARCUS ISLAND CA,173,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT NAPOLEON,189,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT NORTH GORGE CA,146,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT PORCUPINE BAY,"2,107",NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT SEVEN BAYS MARINA,"1,981",NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT SHERMAN CR HATCHERY,0,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT SNAG COVE,191,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT SPRING CANYON CA,776,NRA
PW,Lake Roosevelt National Recreation Area,LARO,TRAFFIC COUNT AT ST. PAULS MISSION,67,NRA
PW,Lassen Volcanic National Park,LAVO,TRAFFIC AT CROSSROADS .,0,NP
PW,Lassen Volcanic National Park,LAVO,TRAFFIC COUNT AT BUTTE LAKE,0,NP
PW,Lassen Volcanic National Park,LAVO,TRAFFIC COUNT AT JUNIPER LAKE,0,NP
PW,Lassen Volcanic National Park,LAVO,TRAFFIC COUNT AT MANZANITA,"1,025",NP
PW,Lassen Volcanic National Park,LAVO,TRAFFIC COUNT AT SOUTHWEST,"2,209",NP
PW,Lassen Volcanic National Park,LAVO,TRAFFIC COUNT AT WARNER VALLEY,0,NP
PW,Lava Beds National Monument,LABE,TRAFFIC COUNT AT HILL ROAD,850,NM
PW,Lava Beds National Monument,LABE,TRAFFIC COUNT AT MEDICINE LAKE ROAD,100,NM
PW,Lava Beds National Monument,LABE,TRAFFIC COUNT AT NORTHEAST ENTRANCE (CAPTAIN JACK'S),350,NM
PW,Lava Beds National Monument,LABE,TRAFFIC COUNT AT PETROGLYPH POINT,150,NM
PW,Lava Beds National Monument,LABE,TRAFFIC COUNT AT SAND BUTTE ROAD,80,NM
PW,Lewis and Clark National Historical Park,LEWI,TRAFFIC COUNT AT NETUL LANDING,"1,253",NHP
PW,Lewis and Clark National Historical Park,LEWI,TRAFFIC COUNT AT VISITOR CENTER ENTRANCE,"3,108",NHP
MW,Lincoln Boyhood National Memorial,LIBO,TRAFFIC COUNT AT FARM ENTRANCE,424,NMEM
MW,Lincoln Boyhood National Memorial,LIBO,TRAFFIC COUNT AT MAIN ENTRANCE,"1,149",NMEM
IM,Little Bighorn Battlefield National Monument,LIBI,TRAFFIC COUNT AT MAIN ENTRANCE,775,NM
SE,Little River Canyon National Preserve,LIRI,TRAFFIC COUNT AT CANYON MOUTH PARK,"2,162",NP
SE,Little River Canyon National Preserve,LIRI,TRAFFIC COUNT AT FALLS PARKING LOT,"10,738",NP
SE,Little River Canyon National Preserve,LIRI,TRAFFIC COUNT AT HIGH ROCK,186,NP
SE,Little River Canyon National Preserve,LIRI,TRAFFIC COUNT AT MARTHA'S FALLS,0,NP
SE,Little River Canyon National Preserve,LIRI,TRAFFIC COUNT AT ROAD 5,145,NP
NC,Lyndon Baines Johnson Memorial Grove on the Potomac,LYBA,TRAFFIC COUNT AT ACCESS ROAD TO COLUMBIA/GROVE,"15,650",NMEM
NC,Manassas National Battlefield Park,MANA,TRAFFIC COUNT AT CHINN RIDGE,"1,029",NBP
NC,Manassas National Battlefield Park,MANA,TRAFFIC COUNT AT NEW YORK AVENUE,545,NBP
NC,Manassas National Battlefield Park,MANA,TRAFFIC COUNT AT VC PARKING LOT,"2,263",NBP
PW,Manzanar National Historic Site,MANZ,TRAFFIC COUNT AT ENTRANCE LANE,"1,575",NHS
IM,Mesa Verde National Park,MEVE,TRAFFIC COUNT AT MAIN ENTRANCE ON HWY 10,"2,927",NP
IM,Mesa Verde National Park,MEVE,TRAFFIC COUNT AT WETHERILL,0,NP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT FISKE HILL PARKING LOT,256,NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT HARTWELL TAVERN,877,NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT MERIAM,842,NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT NORTH BRIDGE PARKING LOT,"2,024",NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT NORTH BRIDGE VC,863,NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT PAUL REVERE,861,NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT SARGENT'S FIELD,0,NHP
NE,Minute Man National Historical Park,MIMA,TRAFFIC COUNT AT WAYSIDE PARKING LOT,67,NHP
MW,Missouri National Recreational River,MNRR,TRAFFIC COUNT AT CHIEF STANDING BEAR OVERLOOK,506,W&SR
MW,Missouri National Recreational River,MNRR,TRAFFIC COUNT AT MULBERRY BAND OVERLOOK,0,W&SR
MW,Missouri National Recreational River,MNRR,TRAFFIC COUNT AT NIOBRARA STATE PARK OVERLOOK,168,W&SR
MW,Missouri National Recreational River,MNRR,TRAFFIC COUNT AT SPIRIT MOUND HISTOIC PRAIRIE,285,W&SR
PW,Mojave National Preserve,MOJA,TRAFFIC COUNT AT CIMA ROAD (SOUTHBOUND),"1,288",PRESERVE
PW,Mojave National Preserve,MOJA,TRAFFIC COUNT AT ESSEX ROAD (NORTHBOUND),"1,152",PRESERVE
PW,Mojave National Preserve,MOJA,TRAFFIC COUNT AT IVANPAH ROAD (SOUTHBOUND),885,PRESERVE
PW,Mojave National Preserve,MOJA,TRAFFIC COUNT AT KELBAKER (NORTHBOUND),"7,920",PRESERVE
PW,Mojave National Preserve,MOJA,TRAFFIC COUNT AT KELBAKER ROAD (SOUTHBOUND),"1,406",PRESERVE
PW,Mojave National Preserve,MOJA,TRAFFIC COUNT AT LANFAIR ROAD (NORTHBOUND),318,PRESERVE
NC,Monocacy National Battlefield,MONO,Traffic Count at Visitor Center,950,NB
NC,Monocacy National Battlefield,MONO,Traffic Count at Worthington Farm,"1,250",NB
IM,Montezuma Castle National Monument,MOCA,TRAFFIC COUNT AT MONTEZUMA CASTLE,"6,677",NM
IM,Montezuma Castle National Monument,MOCA,TRAFFIC COUNT AT MONTEZUMA WELL,"2,462",NM
SE,Moores Creek National Battlefield,MOCR,TRAFFIC COUNT AT PATRIOTS HALL,727,NB
SE,Moores Creek National Battlefield,MOCR,TRAFFIC COUNT AT VISITOR CENTER,"1,100",NB
NE,Morristown National Historical Park,MORR,TRAFFIC COUNT AT CROSS ESTATE GATE,"1,663",NHP
NE,Morristown National Historical Park,MORR,TRAFFIC COUNT AT CROSS ESTATE RESIDENCE SECTION,0,NHP
NE,Morristown National Historical Park,MORR,TRAFFIC COUNT AT FORT NONSENSE,"1,435",NHP
NE,Morristown National Historical Park,MORR,TRAFFIC COUNT AT SUGAR LOAF ROAD,888,NHP
NE,Morristown National Historical Park,MORR,TRAFFIC COUNT AT TEMPE WICK GATE,"7,089",NHP
NE,Morristown National Historical Park,MORR,TRAFFIC COUNT AT WESTERN AVE GATE,"4,680",NHP
PW,Mount Rainier National Park,MORA,TRAFFIC  COUNT AT WHITE RIVER ENTRANCE,0,NP
PW,Mount Rainier National Park,MORA,TRAFFIC COUNT AT CARBON RIVER ENTRANCE,900,NP
PW,Mount Rainier National Park,MORA,TRAFFIC COUNT AT CAYUSE PASS (410 WEST),0,NP
PW,Mount Rainier National Park,MORA,TRAFFIC COUNT AT MATHER WYE (410 EAST),0,NP
PW,Mount Rainier National Park,MORA,TRAFFIC COUNT AT NISQUALLY ENTRANCE,"12,568",NP
PW,Mount Rainier National Park,MORA,TRAFFIC COUNT AT OHANAPECOSH (123 NORTH),0,NP
PW,Mount Rainier National Park,MORA,TRAFFIC COUNT AT PAUL PEAK TRAILHEAD,100,NP
MW,Mount Rushmore National Memorial,MORU,TRAFFIC COUNT AT HIGHWAY 244 EAST,"11,484",NMEM
MW,Mount Rushmore National Memorial,MORU,TRAFFIC COUNT AT HIGHWAY 244 WEST,"3,793",NMEM
MW,Mount Rushmore National Memorial,MORU,TRAFFIC COUNT IN PARKING LOT,"3,922",NMEM
SE,Natchez National Historical Park,NATC,TRAFFIC COUNT AT MAIN ENTRANCE,568,NHP
SE,Natchez Trace Parkway,NATR,TRAFFIC COUNT AT CHEROKEE (NORTH),"19,530",PKWY
SE,Natchez Trace Parkway,NATR,TRAFFIC COUNT AT KISCIUSKO (NORTH & SOUTH),"38,843",PKWY
SE,Natchez Trace Parkway,NATR,TRAFFIC COUNT AT PORT GIBSON (NORTH & SOUTH),"21,607",PKWY
SE,Natchez Trace Parkway,NATR,TRAFFIC COUNT AT RIDGELAND (NORTH & SOUTH),"177,506",PKWY
SE,Natchez Trace Parkway,NATR,TRAFFIC COUNT AT TUPELO (NORTH & SOUTH),"199,168",PKWY
SE,Natchez Trace Parkway,NATR,TRAFFIC COUNTS AT NASHVILLE (NORTH & SOUTH),"7,649",PKWY
IM,Natural Bridges National Monument,NABR,TRAFFIC COUNT AT ENTRANCE,571,NM
IM,Navajo National Monument,NAVA,TRAFFIC COUNT AT HORSE BARN,"2,757",NM
IM,Navajo National Monument,NAVA,TRAFFIC COUNT AT VC,"1,463",NM
NE,New River Gorge National River,NERI,TRAFFIC COUNT AT CANYON RIM VC,"6,609",RVR
NE,New River Gorge National River,NERI,TRAFFIC COUNT AT GLADE CREEK,424,RVR
NE,New River Gorge National River,NERI,TRAFFIC COUNT AT GRANDVIEW,"1,501",RVR
NE,New River Gorge National River,NERI,TRAFFIC COUNT AT SANDSTONE AREA,619,RVR
NE,New River Gorge National River,NERI,TRAFFIC COUNT AT SANDSTONE VISITOR CENTER,"1,524",RVR
NE,New River Gorge National River,NERI,TRAFFIC COUNT AT SANDSTONE VISITOR CENTER,762,RVR
PW,Nez Perce National Historical Park,NEPE,TRAFFIC COUNT AT CANOE CAMP,478,NHP
PW,Nez Perce National Historical Park,NEPE,TRAFFIC COUNT AT KAMIAH,183,NHP
PW,Nez Perce National Historical Park,NEPE,TRAFFIC COUNT AT SOUTH GATE,"1,156",NHP
PW,Nez Perce National Historical Park,NEPE,TRAFFIC COUNT AT SPALDING MAIN GATE,917,NHP
PW,Nez Perce National Historical Park,NEPE,TRAFFIC COUNT AT WHITE BIRD,0,NHP
SE,Ninety Six National Historic Site,NISI,TRAFFIC COUNT AT LEE'S TRENCHES,0,NHS
SE,Ninety Six National Historic Site,NISI,TRAFFIC COUNT AT MAIN ENTRANCE,"1,501",NHS
MW,Niobrara National Scenic River,NIOB,CORNELL TOTAL TRAFFIC,53,W&SR
MW,Niobrara National Scenic River,NIOB,FORT FALLS TOTAL TRAFFIC,200,W&SR
MW,Niobrara National Scenic River,NIOB,SMITH FALLS TOTAL TRAFFIC,378,W&SR
PW,North Cascades National Park,NOCA,TRAFFIC COUNT AT CASCADES RIVER ROAD,10,NP
SE,Obed Wild and Scenic River,OBRI,TRAFFIC COUNT AT BARNETT BRIDGE COUNTER,195,W&SR
SE,Obed Wild and Scenic River,OBRI,TRAFFIC COUNT AT LILLY BRIDGE COUNTER,"1,306",W&SR
SE,Obed Wild and Scenic River,OBRI,TRAFFIC COUNT AT NEMO BRIDGE COUNTER,"2,707",W&SR
