Season,Name,Basin,Type,MaxWindMPH,MinPressure,StartDate,EndDate,Hem_NS,Hem_EW,Lat,Lon
1998,NUTE,SP,NR,69,975,18NOV1997,21NOV1997,S,E,-14.6,161
1998,OSEA,SP,NR,92,950,22NOV1997,28NOV1997,S,W,-16.1,-152.7
1998,OTTO,WP,TS,75,970,01AUG1998,05AUG1998,N,E,22.9,121.7
1998,PAM,SP,NR,69,974,05DEC1997,14DEC1997,S,W,-18.5,-161.3
1998,PENNY,WP,TS,58,985,06AUG1998,11AUG1998,N,E,20.3,113.5
1998,REX,WP,ET,86,955,24AUG1998,08SEP1998,N,E,28.2,141
1998,RON,SP,NR,144,900,01JAN1998,08JAN1998,S,W,-12.5,-175.3
1998,SELWYN,SI,NR,86,960,25DEC1997,02JAN1998,S,E,-15.5,109
1998,SID,SP,NR,52,985,24DEC1997,29DEC1997,S,E,-12.8,137
1998,STELLA,WP,ET,69,965,12SEP1998,18SEP1998,N,E,28.2,137.4
1998,SUSAN,SP,NR,144,900,03JAN1998,10JAN1998,S,W,-14.4,170.1
1998,TIFFANY,SI,NR,115,940,22JAN1998,02FEB1998,S,E,-18.5,117.8
1998,TODD,WP,TS,86,955,16SEP1998,20SEP1998,N,E,23.2,134.6
1998,TUI,SP,NR,46,990,25JAN1998,27JAN1998,S,W,-13.9,-172
1998,URSULA,SP,NR,69,975,29JAN1998,03FEB1998,S,W,-23,-138.1
1998,VELI,SP,NR,63,980,30JAN1998,03FEB1998,S,W,-19,-146
1998,VICKI,WP,ET,86,960,17SEP1998,24SEP1998,N,E,29.6,133.2
1998,VICTOR/CINDY,SI,NR,98,970,05FEB1998,15FEB1998,S,E,-16.5,109.3
1998,WALDO,WP,TS,52,994,19SEP1998,21SEP1998,N,E,25.9,136.6
1998,WES,SP,NR,58,985,31JAN1998,05FEB1998,S,W,-15.5,-159.7
1998,YALI,SP,NR,81,944,18MAR1998,31MAR1998,S,E,-18.7,168.2
1998,YANNI,WP,ET,75,965,26SEP1998,01OCT1998,N,E,28.7,125.6
1998,ZEB,WP,ET,127,900,10OCT1998,20OCT1998,N,E,16.2,123.8
1998,ZUMAN,SP,NR,92,955,29MAR1998,10APR1998,S,W,-15.3,166.6
1999,,NI,NR,161,912,01FEB1999,10DEC1999,N,E,19.3,87
1999,,NA,NR,35,,02JUL1999,08OCT1999,N,W,20.2,-95
1999,,EP,NR,35,,14JUL1999,24AUG1999,N,W,16.8,-107.4
1999,26F,SP,NR,63,972,23MAY1999,27MAY1999,S,W,-35.9,160.3
1999,ADRIAN,EP,TS,98,973,18JUN1999,22JUN1999,N,W,17.8,-109.7
1999,ALDA,SI,ET,60,975,14JAN1999,19JAN1999,S,E,-28.6,39.8
1999,ALISON,SI,NR,98,955,07NOV1998,13NOV1998,S,E,-13.5,95.6
1999,ANN,WP,ET,58,985,14SEP1999,20SEP1999,N,E,29.7,127.5
1999,ARLENE,NA,TS,58,1006,11JUN1999,18JUN1999,N,W,28.8,-57.5
1999,BART,WP,ET,104,930,17SEP1999,29SEP1999,N,E,26.3,127.2
1999,BEATRIZ,EP,TS,121,955,09JUL1999,17JUL1999,N,W,14.5,-120.3
1999,BILLY,SI,NR,81,965,01DEC1998,06DEC1998,S,E,-18,116.9
1999,BRET,NA,TS,144,944,18AUG1999,25AUG1999,N,W,25.5,-95.5
1999,CALVIN,EP,TS,40,1005,25JUL1999,27JUL1999,N,W,15.3,-116.2
1999,CAM,WP,TS,52,992,22SEP1999,26SEP1999,N,E,21.5,115.5
1999,CATHY,SI,NR,69,975,22DEC1998,28DEC1998,S,E,-16.8,97
1999,CHIKITA,SI,TS,43,990,31JAN1999,05FEB1999,S,E,-17.2,83.7
1999,CINDY,NA,TS,138,942,19AUG1999,31AUG1999,N,W,30.1,-58
1999,CORA,SP,NR,92,960,21DEC1998,30DEC1998,S,W,-20.6,-175.4
1999,DAMIEN/BIREN,SI,TS,98,950,21JAN1999,03FEB1999,S,E,-16,98.6
1999,DAN,WP,ET,92,955,02OCT1999,12OCT1999,N,E,20.7,118.2
1999,DANI,SP,NR,109,925,14JAN1999,29JAN1999,S,W,-15.6,163.7
1999,DAVINA,SI,TS,104,930,02MAR1999,19MAR1999,S,E,-16.8,70.7
1999,DENNIS,NA,ET,104,962,24AUG1999,08SEP1999,N,W,27.7,-77.3
1999,DORA,EP,TS,138,943,06AUG1999,26AUG1999,N,E,14.9,-126.4
1999,ELAINE,SI,NR,104,945,15MAR1999,20MAR1999,S,E,-18.5,110.9
1999,ELLA,SP,NR,52,987,10FEB1999,16FEB1999,S,E,-13.4,164.4
1999,EMILY,NA,TS,52,1004,24AUG1999,28AUG1999,N,W,11.6,-53.9
1999,EUGENE,EP,TS,109,964,06AUG1999,15AUG1999,N,W,14,-132.4
1999,EVE,WP,TS,52,990,15OCT1999,20OCT1999,N,E,17.3,115
1999,FERNANDA,EP,TS,63,994,17AUG1999,22AUG1999,N,W,16.7,-122.1
1999,FLOYD,NA,ET,155,921,07SEP1999,19SEP1999,N,W,23.6,-70
1999,FRANK,SP,NR,92,955,18FEB1999,27FEB1999,S,E,-20.7,165.1
1999,FREDERIC/EVR,SI,TS,127,920,25MAR1999,10APR1999,S,E,-17.4,93.8
1999,GERT,NA,ET,150,930,11SEP1999,23SEP1999,N,W,17.8,-50.8
1999,GITA,SP,NR,52,987,27FEB1999,04MAR1999,S,W,-26.5,-155.1
1999,GLORIA,WP,ET,58,980,13NOV1999,16NOV1999,N,E,24,131.8
1999,GREG,EP,TS,75,986,05SEP1999,09SEP1999,N,W,21.5,-108.4
1999,GWENDA,SI,NR,138,900,02APR1999,08APR1999,S,E,-15.6,116.9
1999,HALI,SP,NR,75,970,12MAR1999,20MAR1999,S,W,-21.9,-164.2
1999,HAMISH,SI,TS,63,980,19APR1999,24APR1999,S,E,-13.7,92.2
1999,HARVEY,NA,TS,58,994,19SEP1999,22SEP1999,N,W,27,-85.5
1999,HILARY,EP,TS,75,987,17SEP1999,21SEP1999,N,W,20.7,-113.6
1999,HSK2299,SI,TS,38,994,11FEB1999,17FEB1999,S,E,-22.7,38.7
1999,HSK3099,SI,TS,35,995,11MAR1999,21MAR1999,S,E,-12.7,74.6
1999,IRENE,NA,ET,109,958,12OCT1999,19OCT1999,N,W,34.8,-75.2
1999,IRWIN,EP,TS,58,996,08OCT1999,11OCT1999,N,W,19,-107.1
1999,JOSE,NA,ET,98,979,17OCT1999,25OCT1999,N,W,16.8,-61.1
1999,KATE,WP,ET,63,980,21APR1999,30APR1999,N,E,19.3,132.4
1999,KATRINA,NA,TS,40,999,28OCT1999,01NOV1999,N,W,13.2,-82.9
1999,LENNY,NA,TS,155,933,13NOV1999,23NOV1999,N,W,17.4,-64.8
1999,LEO,WP,TS,75,970,27APR1999,02MAY1999,N,E,18.3,114.5
1999,MAGGIE,WP,TS,86,955,01JUN1999,09JUN1999,N,E,17.5,125.9
1999,NEIL,WP,TS,58,980,22JUL1999,28JUL1999,N,E,26.3,129.2
1999,OLGA,WP,ET,75,970,29JUL1999,05AUG1999,N,E,26.3,128.1
1999,OLINDA,SP,NR,63,980,20JAN1999,26JAN1999,S,W,-25.9,170.3
1999,PAUL,WP,TS,52,980,03AUG1999,09AUG1999,N,E,27,132.6
1999,PETE,SP,NR,58,985,21JAN1999,30JAN1999,S,E,-20.9,157.6
1999,RACHEL,WP,TS,40,992,05AUG1999,11AUG1999,N,E,25.2,125
1999,RONA,SP,NR,86,970,09FEB1999,12FEB1999,S,E,-16.2,145.6
1999,SAM,WP,ET,63,980,17AUG1999,27AUG1999,N,E,19.2,118.5
1999,TANYA,WP,ET,58,1000,19AUG1999,25AUG1999,N,E,31.4,168.3
1999,TD0715,WP,TS,40,996,14JUL1999,18JUL1999,N,E,26.2,147.1
1999,THELMA,SI,NR,138,920,30NOV1998,15DEC1998,S,E,-11.5,129.4
1999,TS0725,WP,TS,46,985,23JUL1999,28JUL1999,N,E,21.7,114.5
1999,VANCE,SI,NR,138,910,14MAR1999,23MAR1999,S,E,-17,116.5
1999,VIRGIL,WP,TS,58,994,23AUG1999,29AUG1999,N,E,26.5,143.8
1999,WENDY,WP,TS,40,996,01SEP1999,07SEP1999,N,E,21.3,118.2
1999,YORK,WP,TS,63,980,09SEP1999,17SEP1999,N,E,20.4,115.9
1999,ZELIA,SI,NR,46,990,07OCT1998,10OCT1998,S,E,-14.4,94.6
1999,ZIA,WP,ET,52,985,11SEP1999,17SEP1999,N,E,31.3,131.2
2000,,NI,NR,117,958,27MAR2000,29DEC2000,N,E,11.5,81.5
2000,,NA,ET,63,976,07JUN2000,29OCT2000,N,W,38,-65.5
2000,,EP,NR,35,,06JUL2000,23JUL2000,N,W,18.6,-112
2000,1319992000,SI,TS,58,992,07APR2000,15APR2000,S,E,-23.6,36
2000,ALBERTO,NA,ET,127,950,03AUG2000,25AUG2000,N,W,35.9,-55.3
2000,ALETTA,EP,TS,104,970,22MAY2000,28MAY2000,N,W,14.8,-105.9
2000,ASTRIDE,SI,NR,58,985,23DEC1999,03JAN2000,S,E,-13.8,64
2000,BABIOLA,SI,ET,98,950,03JAN2000,14JAN2000,S,E,-19.6,67.6
2000,BEBINCA,WP,TS,69,980,30OCT2000,07NOV2000,N,E,18.5,116.8
2000,BERYL,NA,TS,52,1007,13AUG2000,15AUG2000,N,W,23.9,-96.3
2000,BILIS,WP,ET,127,920,18AUG2000,27AUG2000,N,E,20.3,125.1
2000,BOLAVEN,WP,ET,58,980,24JUL2000,02AUG2000,N,E,29.1,128.7
2000,BOPHA,WP,TS,52,988,04SEP2000,11SEP2000,N,E,24.5,132
2000,BUD,EP,TS,52,994,13JUN2000,17JUN2000,N,W,14.9,-108.3
2000,CARLOTTA,EP,TS,155,932,18JUN2000,25JUN2000,N,W,15.1,-103.8
2000,CHANCHU,WP,TS,40,996,27JUL2000,30JUL2000,N,E,12.1,176.5
2000,CHRIS,NA,TS,40,1008,17AUG2000,19AUG2000,N,W,16.2,-55.4
2000,CONNIE,SI,ET,115,930,25JAN2000,02FEB2000,S,E,-17.1,57
2000,DAMIENNE,SI,TS,40,994,30JAN2000,07FEB2000,S,E,-13.6,78.3
2000,DAMREY,WP,ET,104,930,04MAY2000,16MAY2000,N,E,16.4,134.4
2000,DANIEL,EP,TS,127,954,23JUL2000,05AUG2000,N,W,14.3,-121.1
2000,DEBBY,NA,TS,86,991,19AUG2000,24AUG2000,N,W,15.7,-56.3
2000,EMILIA,EP,TS,63,994,26JUL2000,30JUL2000,N,W,18.1,-111.8
2000,ERNESTO,NA,TS,40,1008,01SEP2000,03SEP2000,N,W,16.2,-49.5
2000,EWINIAR,WP,ET,75,975,09AUG2000,21AUG2000,N,E,36.1,150.8
2000,FABIO,EP,TS,52,1000,03AUG2000,08AUG2000,N,W,16.8,-117.5
2000,FELICIA,SI,TS,69,975,18FEB2000,26FEB2000,S,E,-23.3,67.3
2000,FLORENCE,NA,TS,81,985,10SEP2000,17SEP2000,N,W,36.1,-61.8
2000,GILMA,EP,TS,81,984,05AUG2000,11AUG2000,N,W,19,-118.3
2000,GLORIA,SI,TS,58,985,27FEB2000,10MAR2000,S,E,-14.2,50.1
2000,GORDON,NA,ET,81,981,14SEP2000,21SEP2000,N,W,26.1,-84.9
2000,HECTOR,EP,TS,81,983,10AUG2000,16AUG2000,N,W,19.1,-119.3
2000,HELENE,NA,TS,69,986,15SEP2000,25SEP2000,N,W,27.1,-87.1
2000,HUDAH,SI,TS,138,905,24MAR2000,09APR2000,S,E,-16.1,54.1
2000,ILEANA,EP,TS,69,991,13AUG2000,17AUG2000,N,W,21.5,-108.5
2000,ILSA,SI,NR,63,980,08DEC1999,17DEC1999,S,E,-11.7,102.1
2000,INNOCENTE,SI,TS,43,993,12APR2000,24APR2000,S,E,-16.4,75.8
2000,IRIS,SP,NR,92,964,06JAN2000,10JAN2000,S,E,-16.6,166.5
2000,ISAAC,NA,ET,138,943,21SEP2000,04OCT2000,N,W,26.6,-54.2
2000,JELAWAT,WP,TS,98,940,31JUL2000,12AUG2000,N,E,23.6,145.5
2000,JO,SP,NR,75,972,23JAN2000,02FEB2000,S,W,-23.2,176.8
2000,JOHN,EP,TS,69,994,28AUG2000,01SEP2000,N,W,17.3,-140.4
2000,JOHN,SI,NR,127,915,09DEC1999,16DEC1999,S,E,-18.2,117.6
2000,JOYCE,NA,TS,92,975,25SEP2000,02OCT2000,N,W,12.2,-42.5
2000,KAEMI,WP,TS,46,985,19AUG2000,23AUG2000,N,E,15,111
2000,KAI-TAK,WP,ET,86,960,03JUL2000,12JUL2000,N,E,19.6,118.6
2000,KEITH,NA,TS,138,939,28SEP2000,06OCT2000,N,W,17.9,-87.2
2000,KIM,SP,NR,104,935,23FEB2000,03MAR2000,S,W,-24.9,-139.3
2000,KIROGI,WP,ET,98,940,02JUL2000,10JUL2000,N,E,20.8,131.9
2000,KIRRILY,SI,NR,86,975,24JAN2000,01FEB2000,S,E,-19.7,108.4
2000,KRISTY,EP,TS,40,1004,31AUG2000,03SEP2000,N,W,13.2,-133.3
2000,LANE,EP,TS,98,967,05SEP2000,14SEP2000,N,W,20.2,-112.5
2000,LEONE/ELINE,SI,TS,115,930,01FEB2000,29FEB2000,S,E,-20.6,34.7
2000,LESLIE,NA,ET,69,973,04OCT2000,10OCT2000,N,W,53,-10
2000,LONGWANG,WP,ET,52,990,17MAY2000,24MAY2000,N,E,24.7,130.8
2000,MARCIA,SI,NR,40,995,14FEB2000,18FEB2000,S,E,-14.8,102.4
2000,MARIA,WP,TS,46,985,27AUG2000,02SEP2000,N,E,20.2,116.1
2000,MICHAEL,NA,ET,98,965,15OCT2000,20OCT2000,N,W,44,-58.5
2000,MIRIAM,EP,TS,40,1004,15SEP2000,17SEP2000,N,W,20.6,-107.8
2000,MONA,SP,NR,86,960,06MAR2000,14MAR2000,S,W,-24.3,-173.3
2000,NADINE,NA,ET,58,999,19OCT2000,22OCT2000,N,W,32.4,-55.2
2000,NEIL,SP,NR,46,992,13APR2000,20APR2000,S,W,-20.2,178.8
2000,NORMAN,EP,TS,52,998,20SEP2000,22SEP2000,N,W,18.3,-103.1
2000,NORMAN,SI,NR,115,930,28FEB2000,09MAR2000,S,E,-19.7,108.2
2000,OLGA,SI,NR,58,985,15MAR2000,20MAR2000,S,E,-18.4,110.5
2000,OLIVIA,EP,TS,63,994,02OCT2000,10OCT2000,N,W,15.4,-104.5
2000,PAUL,EP,TS,46,1003,25OCT2000,29OCT2000,N,W,10.3,-116.7
2000,PAUL,SI,NR,138,915,10APR2000,20APR2000,S,E,-14.2,104.2
2000,PRAPIROON,WP,ET,81,965,24AUG2000,04SEP2000,N,E,29.8,123.2
2000,ROSA,EP,TS,63,993,03NOV2000,08NOV2000,N,W,11.8,-98.8
2000,ROSITA,SI,NR,132,930,14APR2000,20APR2000,S,E,-17.8,121.1
2000,SAOMAI,WP,ET,109,925,31AUG2000,19SEP2000,N,E,24.3,132.4
2000,SHANSHAN,WP,ET,109,925,17SEP2000,25SEP2000,N,E,22.3,166
2000,SONAMU,WP,ET,63,980,14SEP2000,20SEP2000,N,E,32.1,141.8
2000,SOULIK,WP,TS,92,955,28DEC2000,04JAN2001,N,E,17.9,135.9
2000,STEVE,SP,NR,69,975,25FEB2000,11MAR2000,S,E,-16.8,145.8
2000,TD,SP,NR,46,998,26JAN2000,26JAN2000,S,W,-25,-169
2000,TD1205,WP,TS,46,990,27NOV2000,01DEC2000,N,E,8.5,130.8
2000,TEMBIN,WP,TS,46,992,17JUL2000,23JUL2000,N,E,29.4,142.1
2000,TESSI,SP,NR,81,980,31MAR2000,03APR2000,S,E,-18.9,146.4
2000,TS17S,SI,TS,35,998,29FEB2000,10MAR2000,S,E,-13.3,87.5
2000,TS18S(LEO),SP,NR,58,974,04MAR2000,10MAR2000,S,W,-27.4,-165.8
2000,UPANA,EP,TS,46,,20JUL2000,24JUL2000,N,W,10.2,-151.4
2000,VAUGHAN,SP,NR,69,975,03APR2000,07APR2000,S,E,-13.7,155.1
2000,WENE,EP,TS,52,,16AUG2000,17AUG2000,N,W,34.4,-178.5
2000,WUKONG,WP,TS,86,955,04SEP2000,10SEP2000,N,E,18.8,113.4
2000,XANGSANE,WP,ET,86,960,24OCT2000,02NOV2000,N,E,16.7,118.8
2000,YAGI,WP,TS,81,965,21OCT2000,28OCT2000,N,E,24.1,125.5
2001,,NI,NR,132,932,21MAY2001,12NOV2001,N,E,17,68.5
2001,,NA,TS,35,1005,11JUL2001,20SEP2001,N,W,13.4,-81.9
2001,,EP,TS,40,1005,22AUG2001,04OCT2001,N,W,9.9,-147.2
2001,720002001,SI,ET,52,985,30JAN2001,06FEB2001,S,E,-30.6,69.8
2001,ABIGAIL,SP,NR,75,970,23FEB2001,08MAR2001,S,E,-16.6,138.5
2001,ADOLPH,EP,TS,144,940,25MAY2001,01JUN2001,N,W,15,-102.1
2001,ALISTAIR,SI,NR,69,975,15APR2001,24APR2001,S,E,-14.9,123.3
2001,ALLISON,NA,ET,58,1000,05JUN2001,19JUN2001,N,W,28.5,-95.3
2001,ANDO,SI,TS,121,925,31DEC2000,13JAN2001,S,E,-19.3,53.7
2001,BARBARA,EP,TS,58,997,20JUN2001,26JUN2001,N,W,14.7,-134.1
2001,BARRY,NA,DS,69,990,02AUG2001,08AUG2001,N,W,28.6,-86.4
2001,BINDU,SI,TS,92,955,03JAN2001,22JAN2001,S,E,-18.1,69.1
2001,CHANTAL,NA,TS,69,997,14AUG2001,22AUG2001,N,W,15.4,-78.4
2001,CHARLY,SI,ET,115,930,17JAN2001,01FEB2001,S,E,-18.9,72.9
2001,CHEBI,WP,ET,75,965,19JUN2001,25JUN2001,N,E,21,119.9
2001,CIMARON,WP,ET,58,985,09MAY2001,15MAY2001,N,E,20.9,121.7
2001,COSME,EP,TS,46,1000,13JUL2001,15JUL2001,N,W,16.3,-111.4
2001,DALILA,EP,TS,75,987,21JUL2001,28JUL2001,N,W,18.2,-109
2001,DANAS,WP,ET,98,945,03SEP2001,12SEP2001,N,E,28.4,142.6
2001,DEAN,NA,ET,69,994,22AUG2001,29AUG2001,N,W,40.6,-59.4
2001,DERA,SI,ET,92,955,04MAR2001,13MAR2001,S,E,-28.5,40.4
2001,DURIAN,WP,TS,69,970,29JUN2001,03JUL2001,N,E,20.8,110.8
2001,ERICK,EP,TS,40,1001,20JUL2001,24JUL2001,N,W,16.2,-120.4
2001,ERIN,NA,ET,121,968,01SEP2001,17SEP2001,N,W,32.4,-62.8
2001,EVARISTE,SI,TS,69,973,02APR2001,08APR2001,S,E,-15,61.1
2001,FAXAI,WP,ET,121,915,13DEC2001,26DEC2001,N,E,13.9,151.5
2001,FELIX,NA,TS,115,962,07SEP2001,19SEP2001,N,W,28.2,-47.2
2001,FITOW,WP,TS,40,990,28AUG2001,01SEP2001,N,E,21,109.2
2001,FLOSSIE,EP,TS,104,972,26AUG2001,02SEP2001,N,W,20.9,-116.6
2001,FRANCISCO,WP,ET,98,945,18SEP2001,26SEP2001,N,E,27.2,147.6
2001,GABRIELLE,NA,ET,81,975,11SEP2001,21SEP2001,N,W,35.3,-66.6
2001,GIL,EP,TS,98,975,04SEP2001,09SEP2001,N,W,14.9,-128
2001,HAIYAN,WP,ET,81,960,11OCT2001,18OCT2001,N,E,24.2,124.7
2001,HENRIETTE,EP,TS,63,994,04SEP2001,08SEP2001,N,W,20.5,-122.9
2001,HSK1701,SI,TS,40,998,02APR2001,05APR2001,S,E,-14.1,84.1
2001,HSK2201,SI,TS,58,995,19JUN2001,24JUN2001,S,E,-26.4,35.4
2001,HUMBERTO,NA,TS,104,970,21SEP2001,27SEP2001,N,W,41,-59.2
2001,IRIS,NA,TS,144,948,04OCT2001,09OCT2001,N,W,16.5,-88
2001,IVO,EP,TS,52,997,10SEP2001,15SEP2001,N,W,20.3,-109.6
2001,JERRY,NA,TS,52,1004,06OCT2001,08OCT2001,N,W,11.7,-57.7
2001,JULIETTE,EP,TS,144,923,21SEP2001,03OCT2001,N,W,15.9,-105.3
2001,KAJIKI,WP,TS,40,996,04DEC2001,09DEC2001,N,E,10.4,126.3
2001,KAREN,NA,ET,81,982,11OCT2001,15OCT2001,N,W,38.6,-63.7
2001,KIKO,EP,TS,75,990,21SEP2001,25SEP2001,N,W,18.2,-123.3
2001,KONG-REY,WP,ET,81,955,21JUL2001,03AUG2001,N,E,29.3,140.8
2001,KROSA,WP,ET,92,950,03OCT2001,10OCT2001,N,E,23.4,135.3
2001,LEKIMA,WP,TS,81,965,22SEP2001,30SEP2001,N,E,19.8,121.5
2001,LINGLING,WP,TS,98,940,06NOV2001,12NOV2001,N,E,13.5,114.1
2001,LORENA,EP,TS,58,997,02OCT2001,04OCT2001,N,W,15.7,-106.5
2001,LORENZO,NA,TS,40,1007,27OCT2001,31OCT2001,N,W,28.5,-44.6
2001,MAN-YI,WP,ET,92,955,01AUG2001,11AUG2001,N,E,23.6,143.7
2001,MANUEL,EP,TS,58,997,10OCT2001,18OCT2001,N,W,18,-118.1
2001,MICHELLE,NA,ET,138,933,29OCT2001,06NOV2001,N,W,20.1,-83.3
2001,NARDA,EP,TS,86,980,20OCT2001,25OCT2001,N,W,14.5,-131.4
2001,NARI,WP,TS,86,960,05SEP2001,21SEP2001,N,E,26.3,127.1
2001,NOEL,NA,ET,75,986,04NOV2001,06NOV2001,N,W,37.8,-50.3
2001,OCTAVE,EP,TS,86,980,31OCT2001,03NOV2001,N,W,16.5,-128.6
2001,OLGA,NA,TS,92,973,23NOV2001,04DEC2001,N,W,32.6,-57
2001,OMA,SP,NR,63,980,18FEB2001,24FEB2001,S,W,-24.8,-158.9
2001,PABUK,WP,TS,81,960,13AUG2001,22AUG2001,N,E,21.6,138.2
2001,PAULA,SP,NR,109,930,25FEB2001,08MAR2001,S,W,-21.1,179
2001,PODUL,WP,ET,115,925,18OCT2001,29OCT2001,N,E,20,154.1
2001,RITA,SP,NR,52,986,01MAR2001,06MAR2001,S,W,-20.2,-134.8
2001,SAM,SI,NR,127,935,28NOV2000,14DEC2000,S,E,-18.6,121.4
2001,SEPAT,WP,ET,52,990,26AUG2001,31AUG2001,N,E,25.1,161.2
2001,SOSE,SP,NR,69,975,05APR2001,12APR2001,S,E,-17.9,167.2
2001,TC07F,SP,NR,35,997,18FEB2001,19FEB2001,S,E,-25.5,170.5
2001,TERRI,SI,NR,69,975,28JAN2001,31JAN2001,S,E,-17.4,119.6
2001,TORAJI,WP,ET,86,960,25JUL2001,02AUG2001,N,E,19.1,124.3
2001,TRAMI,WP,TS,46,994,08JUL2001,11JUL2001,N,E,20.8,122.8
2001,USAGI,WP,TS,40,992,08AUG2001,11AUG2001,N,E,17.8,108.5
2001,UTOR,WP,TS,69,960,01JUL2001,07JUL2001,N,E,17.6,126.1
2001,VAMEI,WP,TS,52,1006,26DEC2001,28DEC2001,N,E,1.5,104.4
2001,VINCENT,SI,NR,52,980,11FEB2001,15FEB2001,S,E,-14.4,111.4
2001,VIPA,WP,ET,75,975,17SEP2001,22SEP2001,N,E,36.1,145.8
2001,WALTER,SI,NR,92,940,01APR2001,08APR2001,S,E,-10.3,98.9
2001,WINSOME,SP,NR,46,981,08FEB2001,13FEB2001,S,E,-13.5,136.8
2001,WUTIP,WP,ET,104,930,26AUG2001,04SEP2001,N,E,24,146.5
2001,WYLVA,SP,NR,46,988,14FEB2001,22FEB2001,S,E,-15.3,138.7
2001,YUTU,WP,TS,63,975,22JUL2001,26JUL2001,N,E,20.6,113.9
2002,,NI,NR,63,990,06MAY2002,25DEC2002,N,E,21,87.5
2002,,NA,TS,35,1002,07SEP2002,16OCT2002,N,W,24.3,-47.5
2002,,EP,DS,35,1006,27JUN2002,16NOV2002,N,W,11.8,-121.9
2002,ALIKA,EP,TS,63,995,21AUG2002,28AUG2002,N,W,12.7,-152.6
2002,ALMA,EP,TS,115,960,24MAY2002,01JUN2002,N,W,15.3,-115.4
2002,ANDRE,SI,TS,58,984,25OCT2001,08NOV2001,S,E,-7.7,91.3
2002,ARTHUR,NA,ET,58,992,14JUL2002,19JUL2002,N,W,37.9,-65.1
2002,BAVI,WP,ET,63,970,08OCT2002,16OCT2002,N,E,22.5,148.2
2002,BERNIE,SP,NR,58,980,30DEC2001,06JAN2002,S,E,-15,139
2002,BERTHA,NA,TS,40,1007,04AUG2002,09AUG2002,N,W,29.3,-89.2
2002,BESSI-BAKO,SI,TS,75,968,25NOV2001,09DEC2001,S,E,-16.1,85.1
2002,BONNIE,SI,NR,58,985,07APR2002,15APR2002,S,E,-10.17,116.83
2002,BORIS,EP,DS,58,997,08JUN2002,12JUN2002,N,W,16.8,-104.1
2002,CHANGMI,WP,ET,52,968,20SEP2002,25SEP2002,N,E,30.9,138.8
2002,CHATAAN,WP,ET,109,930,28JUN2002,13JUL2002,N,E,21.6,133.7
2002,CHRIS,SI,NR,127,915,02FEB2002,07FEB2002,S,E,-19.2,120.4
2002,CLAUDIA,SP,NR,81,965,10FEB2002,15FEB2002,S,W,-24,160
2002,CRISTINA,EP,TS,63,994,09JUL2002,16JUL2002,N,W,16.6,-117.8
2002,CRISTOBAL,NA,TS,52,999,05AUG2002,08AUG2002,N,W,29.7,-75.3
2002,CYPRIEN,SI,TS,63,980,30DEC2001,03JAN2002,S,E,-20.8,42
2002,DES,SP,NR,52,985,03MAR2002,08MAR2002,S,E,-19.3,159.4
2002,DINA,SI,ET,132,910,16JAN2002,28JAN2002,S,E,-18.1,64.2
2002,DOLLY,NA,DS,58,997,29AUG2002,04SEP2002,N,W,10.3,-36.3
2002,DOUGLAS,EP,DS,104,970,20JUL2002,27JUL2002,N,W,17.2,-112.7
2002,EDDY,SI,TS,81,965,22JAN2002,30JAN2002,S,E,-18.2,89.7
2002,EDOUARD,NA,TS,63,1002,01SEP2002,06SEP2002,N,W,30.4,-78.4
2002,ELE,EP,ET,127,940,25AUG2002,11SEP2002,N,E,12.1,-179.9
2002,ELIDA,EP,DS,161,921,23JUL2002,31JUL2002,N,W,14.3,-109.5
2002,ERROL,SI,NR,40,995,08MAY2002,14MAY2002,S,E,-6,97.5
2002,FAUSTO,EP,TS,144,936,21AUG2002,03SEP2002,N,W,15.7,-121.8
2002,FAY,NA,DS,58,998,05SEP2002,11SEP2002,N,W,27.7,-94.5
2002,FENGSHEN,WP,TS,115,920,13JUL2002,28JUL2002,N,E,15,162.1
2002,FRANCESCA,SI,TS,121,925,31JAN2002,14FEB2002,S,E,-15.5,77.9
2002,FUNG-WONG,WP,TS,81,960,18JUL2002,27JUL2002,N,E,22.6,130.4
2002,GENEVIEVE,EP,TS,69,989,26AUG2002,01SEP2002,N,W,14.1,-114.9
2002,GUILLAUME,SI,TS,127,920,14FEB2002,23FEB2002,S,E,-17.5,59.5
2002,GUSTAV,NA,ET,98,960,08SEP2002,15SEP2002,N,W,40.3,-66.8
2002,HAGIBIS,WP,ET,109,935,14MAY2002,22MAY2002,N,E,19.3,142.1
2002,HAGUPIT,WP,TS,52,990,09SEP2002,15SEP2002,N,E,20.9,113.7
2002,HAISHEN,WP,ET,98,955,20NOV2002,26NOV2002,N,E,19.7,135.6
2002,HALONG,WP,ET,98,945,06JUL2002,19JUL2002,N,E,17.6,134.7
2002,HANNA,NA,TS,58,1001,12SEP2002,15SEP2002,N,W,28,-89.2
2002,HARY,SI,ET,138,905,03MAR2002,17MAR2002,S,E,-14.8,50.7
2002,HERNAN,EP,DS,161,921,30AUG2002,06SEP2002,N,W,17.2,-111.1
2002,HIGOS,WP,ET,109,930,26SEP2002,04OCT2002,N,E,20.9,136.7
2002,HUKO,EP,ET,86,980,23OCT2002,07NOV2002,N,E,14.1,-171.4
2002,IKALA,SI,TS,104,945,21MAR2002,03APR2002,S,E,-16.2,75.4
